DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01001389,N/A,S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001390,N/A,S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001391,N/A,S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001392,N/A,S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001393,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001394,N/A,S02000252,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001395,N/A,S02000253,Dean and New Farm Loch North,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001396,N/A,S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001397,N/A,S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001398,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001399,N/A,S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001400,N/A,S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001401,N/A,S02000254,Altonhill North and Onthank,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001402,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001403,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001404,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001405,N/A,S02000255,Southcraig and Beansburn,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001406,N/A,S02000256,Kilmaurs Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001407,N/A,S02000256,Kilmaurs Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001408,N/A,S02000256,Kilmaurs Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001409,N/A,S02000256,Kilmaurs Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001410,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001411,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001412,N/A,S02000258,Stewarton West,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001413,N/A,S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001414,N/A,S02000258,Stewarton West,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001415,N/A,S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001416,N/A,S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001417,N/A,S02000258,Stewarton West,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001418,N/A,S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001419,N/A,S02000259,Stewarton East,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001420,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001421,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001422,N/A,S02000257,Northern and Irvine Valley Rural,S12000008,East Ayrshire,S37000008,East Ayrshire,S08000015,NHS Ayrshire and Arran,S92000003
S01001423,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001424,N/A,S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001425,N/A,S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001426,N/A,S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001427,N/A,S02000261,Woodhill East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001428,N/A,S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001429,N/A,S02000260,Auchinairn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001430,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001431,N/A,S02000261,Woodhill East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001432,N/A,S02000261,Woodhill East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001433,N/A,S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001434,N/A,S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001435,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001436,N/A,S02000263,Westerton East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001437,N/A,S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001438,N/A,S02000263,Westerton East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001439,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001440,N/A,S02000265,Westerton West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001441,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001442,N/A,S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001443,N/A,S02000265,Westerton West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001444,N/A,S02000262,Woodhill West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001445,N/A,S02000263,Westerton East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001446,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001447,N/A,S02000263,Westerton East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001448,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001449,N/A,S02000266,Kessington East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001450,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001451,N/A,S02000266,Kessington East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001452,N/A,S02000266,Kessington East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001453,N/A,S02000267,Lenzie South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001454,N/A,S02000265,Westerton West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001455,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001456,N/A,S02000269,Kessington West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001457,N/A,S02000267,Lenzie South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001458,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001459,N/A,S02000269,Kessington West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001460,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001461,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001462,N/A,S02000269,Kessington West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001463,N/A,S02000268,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001464,N/A,S02000267,Lenzie South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001465,N/A,S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001466,N/A,S02000266,Kessington East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001467,N/A,S02000267,Lenzie South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001468,N/A,S02000264,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001469,N/A,S02000269,Kessington West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001470,N/A,S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001471,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001472,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001473,N/A,S02000272,Kilmardinny West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001474,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001475,N/A,S02000273,Kilmardinny East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001476,N/A,S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001477,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001478,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001479,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001480,N/A,S02000275,Kirkintilloch South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001481,N/A,S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001482,N/A,S02000271,South Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001483,N/A,S02000272,Kilmardinny West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001484,N/A,S02000273,Kilmardinny East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001485,N/A,S02000274,Rosebank and Waterside,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001486,N/A,S02000272,Kilmardinny West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001487,N/A,S02000270,Lenzie North,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001488,N/A,S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001489,N/A,S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001490,N/A,S02000275,Kirkintilloch South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001491,N/A,S02000273,Kilmardinny East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001492,N/A,S02000274,Rosebank and Waterside,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001493,N/A,S02000275,Kirkintilloch South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001494,N/A,S02000275,Kirkintilloch South,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001495,N/A,S02000273,Kilmardinny East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001496,N/A,S02000272,Kilmardinny West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001497,N/A,S02000281,Kirkintilloch West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001498,N/A,S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001499,N/A,S02000278,Torrance and Balmore,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001500,N/A,S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001501,N/A,S02000279,Keystone and Dougalston,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001502,N/A,S02000274,Rosebank and Waterside,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001503,N/A,S02000274,Rosebank and Waterside,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001504,N/A,S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001505,N/A,S02000281,Kirkintilloch West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001506,N/A,S02000281,Kirkintilloch West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001507,N/A,S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001508,N/A,S02000276,North Castlehill and Thorn,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001509,N/A,S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001510,N/A,S02000281,Kirkintilloch West,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001511,N/A,S02000279,Keystone and Dougalston,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001512,N/A,S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001513,N/A,S02000277,Hillhead,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001514,N/A,S02000283,Twechar and Harestanes East,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001515,N/A,S02000279,Keystone and Dougalston,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001516,N/A,S02000280,Harestanes,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001517,N/A,S02000279,Keystone and Dougalston,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001518,N/A,S02000284,East Clober and Mains Estate,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001519,N/A,S02000282,Barloch,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01001520,N/A,S02000280,Harestanes,S12000045,East Dunbartonshire,S37000009,East Dunbartonshire,S08000031,NHS Greater Glasgow and Clyde,S92000003
